,political_review,date
9687,Egypt's Sisi approves amendment to US-Egypt assistance agreement,2018-06-07
9688,Egypt-France cancer network to raise funds for children's cancer treatment: Ambassador,2018-06-06
9689,EgyptAir to operate 19 additional flights to take fans to Russia for World Cup,2018-06-06
9690,Egypt armed forces continue to decisively confront attempts on national security: Defence minister,2018-06-06
9691,Egypt's Sisi pardons 712 prisoners ahead of Eid Al-Fitr,2018-06-06
9692,Egypt antiquities repatriation efforts rewarded in selection to chair UNESCO’s anti-trafficking committee: Ministry official,2018-06-06
9693,Egypt's Sisi discusses African cooperation with Saudi Arabia's minister of state for African countries ,2018-06-06
9694,Egypt's MPs accuse British authorities of negligence in investigating killing of Egyptian teenager,2018-06-06
9695,"First day of Eid Al-Fitr on Friday 15 June, says Int'l Astronomical Center",2018-06-06
9696,"Egypt's Sisi acknowledges reforms are 'very tough', promises 'great achievements' in coming days",2018-06-05
9697,Egyptian university dismisses professor a year after dance video sparks controversy online ,2018-06-05
9698,Government of Egypt's PM Sherif Ismail resigns ,2018-06-05
9699,Egypt condemns 'heinous' suicide bombing on Muslim clerical council in Afghan capital,2018-06-05
9700,Project to upgrade Alexandria's 150-year-old tramway to start in 2019 ,2018-06-05
9701,New heat wave returns to Egypt on Thursday,2018-06-05
9702,Firefighters contain major fire in historic building in Downtown Cairo; no casualties ,2018-06-05
9703,Egypt's renowned Nasser-era broadcaster Ahmed Said dies at 93 ,2018-06-05
9704,Egypt parliament approves additional increase in pensions and basic salaries for state employees,2018-06-04
9705,"Egypt, World Food Programme sign agreement to raise food safety awareness ",2018-06-04
9706,"Egypt parliamentary committee approves 15% raise in military, police pensions",2018-06-04
9707,Egypt's Minister of Health inaugurates groundbreaking public women's cancer center in Cairo,2018-06-04
9708,"Egypt's Sisi, Jordan's Abdullah discuss regional, bilateral issues in phone call",2018-06-04
9709,Egypt's military production ministry signs cooperation protocol with South Sinai for developmental projects ,2018-06-04
9710,"Egypt parliamentary committee approves 15% raises in pensions, basic salaries for state employees",2018-06-04
9711,"Egypt's railway authority to run additional trains, carriages for Eid Al-Fitr holiday ",2018-06-04
9712,Egypt's Sisi ratifies promotion of 199 members of diplomatic core,2018-06-04
9713,Egypt's Sisi meets with Sudan's intelligence chief ,2018-06-03
9714,Social solidarity minister asks parliament to approve 15% pension increase,2018-06-03
9715,Egyptian parliamentary committee recommends amendments to 2018/2019 budget,2018-06-03
9716,Egypt's prosecution refers Lebanese tourist to urgent criminal court over insulting Egyptians in viral video,2018-06-03
9717,Egypt's Thanaweya Amma's Arabic language exam leaked on social media: Education ministry official,2018-06-03
9718,Lebanese woman detained in Cairo over video insulting Egyptians ,2018-06-02
9719,"Egypt's Sisi says he's 'president for all, supporters and opponents' as he begins second term",2018-06-02
9720,"Attempts to sow strife between Egypt and Saudi Arabia will not succeed, says Sisi",2018-06-01
9721,US documents reveal more exchange letters of Camp David Accords,2018-06-01
9722,Egypt security arrests Lebanese woman for insulting Egyptians and political leadership in Facebook video,2018-06-01
9723,Egypt and Israel seek big role for China in Middle East peace process: Chinese envoy,2018-06-01
9724,Egypt's Future of Homeland Party swells as 200 MPs join ranks,2018-06-01
9725,The story of swearing the oath in Egypt's modern history ,2018-06-01
9726,"Egyptian, Jordanian and Palestinian officials stress rejection of Israeli actions against Palestinians",2018-05-31
9727,Egypt MPs debate cabinet future as Sisi set for Oath,2018-05-31
9728,Egypt's Sisi discusses Operation Sinai 2018 with US congressional delegation ,2018-05-31
9729,Egypt Sisi 2nd term: Meeting the future head on ,2018-05-31
9730,Egypt's defence minister stresses strong US-Egyptian ties in meeting with congressmen ,2018-05-31
9731,Transport ministry to build new river port in Upper Egypt,2018-05-31
9732,Rare blue whale makes unprecedented appearance in Red Sea's Gulf of Aqaba: Egypt's environment ministry,2018-05-31
9733,"Egypt, Jordan and Palestine to hold diplomatic-intelligence meeting to discuss halting Israeli escalation in Gaza",2018-05-31
9734,Egypt foreign ministry dismisses EU criticism of recent arrests in the country,2018-05-30
9735,Egypt prosecution orders detention of supply ministry officials over bribery charges,2018-05-30
9736,Egypt's ACA refers supply ministry officials to prosecution over corruption charges,2018-05-30
9737,Egypt condemns Belgium's Liege shooting ,2018-05-30
9738,"Italian, Egyptian authorities investigate camera recordings in Regeni case: Prosecution ",2018-05-29
9739,"Sudanese FM says dam deadlock will be broken, Sudan and Egypt on same page",2018-05-29
9740,"Head of Egypt's State Information Service denies link to false Facebook account, informs authorities",2018-05-29
9741,Egypt's President Sisi to be officially sworn in for second term on Saturday,2018-05-29
9742,Egypt court says will issue verdict in 'Rabaa dispersal' case on 30 June ,2018-05-29
9743,"Egypt's military says 8 'takfiris', 2 conscripts killed in Sinai operation",2018-05-29
9744,"Egypt police find body of Muslim Brotherhood fugitive after raid, shootout in Giza: Ministry",2018-05-28
9745,Egypt top prosecutor tasks antiquities ministry with confirming authenticity of artefacts seized in Italy ,2018-05-28
9746,Egypt offers condolences to Ethiopia after deadly landslide ,2018-05-28
9747,Egypt to send Ibrahim Mahlab to Libya conference in Paris,2018-05-28
9748,Zamalek's Ultras group disbanded by members,2018-05-28
9749,Egypt prosecutors detain govt supporter-turned-critic Hazim Abdel-Azim on false news charges ,2018-05-28
9750,Mubarak-era prime minister Ali Lotfy passes away at age 83,2018-05-27
9751,"Egypt's interior minister calls on policemen to exert 'utmost efforts' to maintain stability, security",2018-05-27
9752,Egypt authorities help seven Egyptian citizens return from Syrian refugee camp,2018-05-27
9753,Egypt's Sisi discusses developments in Libya with Macron by phone,2018-05-27
9754,Sisi wishes 'shining star' Mo Salah a speedy recovery after Champions League injury,2018-05-27
9755,Egypt's Al-Azhar sends medical aid convoy to Gaza,2018-05-27
9756,"Rain forecast in Cairo, other parts of Egypt on Sunday ",2018-05-27
9757,Egypt court upholds 2013 verdict banning YouTube for one month ,2018-05-26
9758,Future of Homeland party to form majority bloc in Egypt's parliament,2018-05-26
9759,"Egypt's Sisi praises relations between Cairo, Hanoi in meeting with senior Vietnamese official",2018-05-26
9760,Egypt's President Sisi meets with top armed forces commanders,2018-05-26
9761,Rain forecast in several parts of Egypt on Saturday as heatwave eases,2018-05-25
9762,Egypt's FM Shoukry to attend African Union institutional reform meetings in Addis Ababa,2018-05-25
9763,Egypt commemorates 55th Africa Day on Friday,2018-05-25
9764,Egypt prosecution orders detention of prominent blogger Wael Abbas pending investigation,2018-05-24
9765,Egypt's FM Shoukry discusses Egyptian-German bilateral relations with Bundestag majority leader,2018-05-24
9766,Gradual decrease in temperatures across Egypt starting Friday: Meteorological authority,2018-05-24
9767,Egyptian authorities arrest well-known blogger Wael Abbas ,2018-05-24
9768,Foreign Ministry refutes reports ancient Egyptian artefacts seized in Italy were found in an embassy container,2018-05-24
9769,"Egypt's Sisi, Jordan's Abdullah discuss regional cooperation, enhancing bilateral relations ",2018-05-23
9770,Egypt's top prosecutor refers 40 defendants to criminal court for human trafficking ,2018-05-23
9771,Preparations underway for President Sisi's swearing-in ceremony,2018-05-23
9772,Four railways workers referred to criminal court in Beheira train collision case,2018-05-23
9773,Jordan's King Abdullah II to meet Egypt's Sisi in Cairo,2018-05-23
9774,Egypt's heat wave to continue through Wednesday: Egypt's Meteorological Authority ,2018-05-23
9775,Free Egyptians Party faces mass resignations of MPs in latest internal crisis,2018-05-22
9776,Egypt military court sentences journalist Ismail Alexandrani to ten years in prison,2018-05-22
9777,Egypt's Ministry of Military Production companies do not aim to compete with private sector: Minister,2018-05-22
9778,"Algeria, Egypt, Tunisia stress importance of implementing UN plans in Libya",2018-05-22
9779,Palestine's Abbas thanks Sisi for Egypt's support for Palestinian cause ,2018-05-21
9780,"Egypt's Sisi, ministers discuss development projects in oil and gas sector",2018-05-21
9781,'Extremely hot weather' forecast for Egypt on Tuesday; Cairo to hit 42 degrees,2018-05-21
9782,Egypt's FM Shoukry travelling to Algeria for tripartite meeting of Arab states on Libya ,2018-05-20
9783,Egypt launches online page to guide fans attending 2018 World Cup in Russia,2018-05-20
9784,Hermes to launch $300 million investment platform targeting basic education in Egypt with UAE GEMS,2018-05-20
9785,"Sudan summons Egyptian Ambassador, demands 'appropriate decision' against Ramadan Series",2018-05-20
9786,Egypt's tourism minister Al-Mashat selected as University of Maryland commencement speaker,2018-05-20
9787,Coptic Orthodox Archbishop of London gives prayer at UK's royal wedding,2018-05-19
9788,Egypt's President Sisi discusses 2018/19 fiscal year budget with ministers,2018-05-19
9789,Heat wave in Egypt to reach peak on Sunday and Monday ,2018-05-19
9790,"Egyptian, Australian companies to extract minerals from black sand in Nile Delta: Army Spokesperson",2018-05-19
9791,Injured Palestinians receive treatment at Egyptian hospitals: Palestine embassy ,2018-05-19
9792,Egypt calls for impartial international investigation into Israeli use of live bullets against Palestinians,2018-05-19
9793,Egypt's FM Shoukry to meet foreign minister of Honduras in Cairo on Saturday ,2018-05-18
9794,Egyptian police arrest organ trafficking ring in Cairo,2018-05-18
9795,Extremely hot weather in Egypt Friday; temperature in Cairo to hit 38,2018-05-18
9796,Egypt's doctors in dismay ,2018-05-18
9797,Egypt to keep Rafah border crossing open during Ramadan to ease burdens on brothers in Gaza: Sisi,2018-05-18
9798,Egypt's FM Shoukry:'The continued Israeli occupation of Palestinian land is the source of the crisis' ,2018-05-17
9799,FM Shoukry to lead Egypt's delegation at OIC urgent summit on Palestine in Istanbul,2018-05-17
9800,Egypt's Sisi discusses regional developments with King Abdullah of Jordan in phone call ,2018-05-17
9801,Egypt's army kills 19 'takfiris' in Sinai anti-terror operations: Armed Forces spokesman,2018-05-17
9802,Egypt's Sisi reiterates US Jerusalem move bodes ill for the region,2018-05-16
9803,Egypt's Sisi promises five-year tax exemption for SMEs that register in formal economy,2018-05-16
9804,Participating in Egypt's political life requires comprehensive understanding of country's situation: President Sisi,2018-05-16
9805,Egypt's President El-Sisi pardons 332 prisoners including youths and poor health cases,2018-05-16
9806,Egypt's President Sisi opens fifth youth forum in Cairo ,2018-05-16
9807,"Egypt, Sudan and Ethiopia reach agreement on next steps for dam technical studies",2018-05-16
9808,Ethiopian PM meets Egypt's FM and intelligence chief for GERD talks,2018-05-15
9809,Egyptians to start Ramadan fasting on Thursday,2018-05-15
9810,Events in the Middle East force us to modernise the military: Egypt's defence minister ,2018-05-15
9811,Egypt's Cassation Court places 135 defendants on terror list in 'Helwan Brigades' terror case,2018-05-15
9812,Egypt High State Prosecution hands 15-day detentions to 20 people over Cairo metro protests,2018-05-15
9813,Egypt hails Libyan efforts to repatriate bodies of Egyptian Christians beheaded by Islamic State group,2018-05-15
9814,Heatwave across Egypt to start with Ramadan: Egypt's Meteorological Authority,2018-05-15
9815,Egypt to treat injured Palestinians in North Sinai hospitals: Health minister,2018-05-15
9816,Egypt orders Rafah border crossing with Gaza remain open in wake of Israeli bloodshed,2018-05-14
9817,Egypt parliament approves first vote on new cyber-crime law,2018-05-14
